uwi,formatted uwi,tvd top depth (m),tvd bottom depth (m),tmd top depth (m),tmd bottom depth (m),formation name
100140105719W500,100/14-01-057-19W5/00,2479,2681,2479,2681,MANNVILLE GRP
100140105719W500,100/14-01-057-19W5/00,2681,2695,2681,2695,BLUESKY FM
100140105719W500,100/14-01-057-19W5/00,2695,1000000,2695,1000000,GETHING FM
100140305619W500,100/14-03-056-19W5/00,1776.42,1848.61,1777.01,1849.22,LEA PARK FM
100140305619W500,100/14-03-056-19W5/00,1848.61,1988.77,1849.22,1989.43,COLORADO GRP
100140305619W500,100/14-03-056-19W5/00,1988.77,2049.31,1989.43,2050,BADHEART FM
100140305619W500,100/14-03-056-19W5/00,2049.31,2084.76,2050,2085.48,CARDIUM FM
100140305619W500,100/14-03-056-19W5/00,2084.76,2119.6,2085.48,2120.36,CARDIUM SD
100140305619W500,100/14-03-056-19W5/00,2119.6,2184.98,2120.36,2185.96,BLACKSTONE FM
100140305619W500,100/14-03-056-19W5/00,2184.98,2450.05,2185.96,2491.19,SECOND WHITE SPECKS
100140305619W500,100/14-03-056-19W5/00,2450.05,2484.55,2491.19,2543.05,BASE FISH SCALES MARKER
100140305619W500,100/14-03-056-19W5/00,2484.55,2504.91,2543.05,2574.11,PEACE RIVER FM
100140305619W500,100/14-03-056-19W5/00,2504.91,2511.43,2574.11,2584.03,HARMON MBR
100140305619W500,100/14-03-056-19W5/00,2511.43,1000000,2584.03,1000000,SPIRIT RIVER FM
100140805619W500,100/14-08-056-19W5/00,1337,1773,1337,1773,BELLY RIVER GRP
100140805619W500,100/14-08-056-19W5/00,1773,1874,1773,1874,LEA PARK FM
100140805619W500,100/14-08-056-19W5/00,1874,1987,1874,1987,COLORADO GRP
100140805619W500,100/14-08-056-19W5/00,1987,2055,1987,2055,BADHEART FM
100140805619W500,100/14-08-056-19W5/00,2055,2082,2055,2082,CARDIUM FM
100140805619W500,100/14-08-056-19W5/00,2082,2129,2082,2129,CARDIUM SD
100140805619W500,100/14-08-056-19W5/00,2129,2197,2129,2197,BLACKSTONE FM
100140805619W500,100/14-08-056-19W5/00,2197,2450,2197,2450,SECOND WHITE SPECKS
100140805619W500,100/14-08-056-19W5/00,2450,2465,2450,2465,BASE FISH SCALES MARKER
100140805619W500,100/14-08-056-19W5/00,2465,2487,2465,2487,VIKING FM
100140805619W500,100/14-08-056-19W5/00,2487,2511,2487,2511,VIKING SANDSTONE
100140805619W500,100/14-08-056-19W5/00,2511,2512,2511,2512,JOLI FOU FM
100140805619W500,100/14-08-056-19W5/00,2512,2719,2512,2719,MANNVILLE GRP
100140805619W500,100/14-08-056-19W5/00,2719,2727,2719,2727,BLUESKY FM
100140805619W500,100/14-08-056-19W5/00,2727,2793,2727,2793,GETHING FM
100140805619W500,100/14-08-056-19W5/00,2793,2848,2793,2848,FERNIE GRP
100140805619W500,100/14-08-056-19W5/00,2848,1000000,2848,1000000,NORDEGG MBR
100141905519W500,100/14-19-055-19W5/00,646.2,1426.2,646.2,1426.2,EDMONTON GRP
100141905519W500,100/14-19-055-19W5/00,1426.2,1682.5,1426.2,1682.5,BELLY RIVER GRP
100141905519W500,100/14-19-055-19W5/00,1682.5,1806.9,1682.5,1806.9,LEA PARK FM
100141905519W500,100/14-19-055-19W5/00,1806.9,1966,1806.9,1966,COLORADO GRP
100141905519W500,100/14-19-055-19W5/00,1966,2037.3,1966,2037.3,BADHEART FM
100141905519W500,100/14-19-055-19W5/00,2037.3,2063.5,2037.3,2063.5,CARDIUM FM
100141905519W500,100/14-19-055-19W5/00,2063.5,1000000,2063.5,1000000,CARDIUM SD
100143505520W500,100/14-35-055-20W5/00,1727.6,1761.79,1727.9,1762.1,LEA PARK FM
100143505520W500,100/14-35-055-20W5/00,1761.79,1841.47,1762.1,1841.8,WAPIABI FM
100143505520W500,100/14-35-055-20W5/00,1841.47,1965.35,1841.8,1965.7,COLORADO GRP
100143505520W500,100/14-35-055-20W5/00,1965.35,1991.93,1965.7,1992.38,BADHEART FM
100143505520W500,100/14-35-055-20W5/00,1991.93,2066.68,1992.38,2067.1,MUSKIKI FM
100143505520W500,100/14-35-055-20W5/00,2066.68,2101.27,2067.1,2101.73,CARDIUM SD
100143505520W500,100/14-35-055-20W5/00,2101.27,2384.64,2101.73,2388.51,BLACKSTONE FM
100143505520W500,100/14-35-055-20W5/00,2384.64,2470.55,2388.51,2475.7,DUNVEGAN FM
100143505520W500,100/14-35-055-20W5/00,2470.55,2504.06,2475.7,2509.66,BASE FISH SCALES MARKER
100143505520W500,100/14-35-055-20W5/00,2504.06,2521.48,2509.66,2527.37,PEACE RIVER FM
100143505520W500,100/14-35-055-20W5/00,2521.48,2524.72,2527.37,2530.79,HARMON MBR
100143505520W500,100/14-35-055-20W5/00,2524.72,1000000,2530.79,1000000,SPIRIT RIVER FM
100143505520W502,100/14-35-055-20W5/02,1727.6,1761.79,1727.9,1762.1,LEA PARK FM
100143505520W502,100/14-35-055-20W5/02,1761.79,1841.47,1762.1,1841.8,WAPIABI FM
100143505520W502,100/14-35-055-20W5/02,1841.47,1965.35,1841.8,1965.7,COLORADO GRP
100143505520W502,100/14-35-055-20W5/02,1965.35,1991.93,1965.7,1992.38,BADHEART FM
100143505520W502,100/14-35-055-20W5/02,1991.93,2066.68,1992.38,2067.1,MUSKIKI FM
100143505520W502,100/14-35-055-20W5/02,2066.68,2101.27,2067.1,2101.73,CARDIUM SD
100143505520W502,100/14-35-055-20W5/02,2101.27,2384.64,2101.73,2388.51,BLACKSTONE FM
100143505520W502,100/14-35-055-20W5/02,2384.64,2470.55,2388.51,2475.7,DUNVEGAN FM
100143505520W502,100/14-35-055-20W5/02,2470.55,2504.06,2475.7,2509.66,BASE FISH SCALES MARKER
100143505520W502,100/14-35-055-20W5/02,2504.06,2521.48,2509.66,2527.37,PEACE RIVER FM
100143505520W502,100/14-35-055-20W5/02,2521.48,2524.72,2527.37,2530.79,HARMON MBR
100143505520W502,100/14-35-055-20W5/02,2524.72,1000000,2530.79,1000000,SPIRIT RIVER FM
100143505520W503,100/14-35-055-20W5/03,1727.6,1761.79,1727.9,1762.1,LEA PARK FM
100143505520W503,100/14-35-055-20W5/03,1761.79,1841.47,1762.1,1841.8,WAPIABI FM
100143505520W503,100/14-35-055-20W5/03,1841.47,1965.35,1841.8,1965.7,COLORADO GRP
100143505520W503,100/14-35-055-20W5/03,1965.35,1991.93,1965.7,1992.38,BADHEART FM
100143505520W503,100/14-35-055-20W5/03,1991.93,2066.68,1992.38,2067.1,MUSKIKI FM
100143505520W503,100/14-35-055-20W5/03,2066.68,2101.27,2067.1,2101.73,CARDIUM SD
100143505520W503,100/14-35-055-20W5/03,2101.27,2384.64,2101.73,2388.51,BLACKSTONE FM
100143505520W503,100/14-35-055-20W5/03,2384.64,2470.55,2388.51,2475.7,DUNVEGAN FM
100143505520W503,100/14-35-055-20W5/03,2470.55,2504.06,2475.7,2509.66,BASE FISH SCALES MARKER
100143505520W503,100/14-35-055-20W5/03,2504.06,2521.48,2509.66,2527.37,PEACE RIVER FM
100143505520W503,100/14-35-055-20W5/03,2521.48,2524.72,2527.37,2530.79,HARMON MBR
100143505520W503,100/14-35-055-20W5/03,2524.72,1000000,2530.79,1000000,SPIRIT RIVER FM
100150105719W500,100/15-01-057-19W5/00,1758,1856,1758,1856,LEA PARK FM
100150105719W500,100/15-01-057-19W5/00,1856,2024.5,1856,2024.5,COLORADO GRP
100150105719W500,100/15-01-057-19W5/00,2024.5,2046.3,2024.5,2046.3,CARDIUM FM
100150105719W500,100/15-01-057-19W5/00,2046.3,2161,2046.3,2161,CARDIUM SD
100150105719W500,100/15-01-057-19W5/00,2161,2393,2161,2393,SECOND WHITE SPECKS
100150105719W500,100/15-01-057-19W5/00,2393,2431.5,2393,2431.5,BASE FISH SCALES MARKER
100150105719W500,100/15-01-057-19W5/00,2431.5,2458,2431.5,2458,VIKING SANDSTONE
100150105719W500,100/15-01-057-19W5/00,2458,2463,2458,2463,JOLI FOU FM
100150105719W500,100/15-01-057-19W5/00,2463,2665.5,2463,2665.5,MANNVILLE GRP
100150105719W500,100/15-01-057-19W5/00,2665.5,2680.5,2665.5,2680.5,BLUESKY FM
100150105719W500,100/15-01-057-19W5/00,2680.5,2739,2680.5,2739,GETHING FM
100150105719W500,100/15-01-057-19W5/00,2739,1000000,2739,1000000,FERNIE GRP
100150205720W500,100/15-02-057-20W5/00,1452.1,1818.21,1452.1,1818.21,BELLY RIVER GRP
100150205720W500,100/15-02-057-20W5/00,1818.21,1931.18,1818.21,1931.18,LEA PARK FM
100150205720W500,100/15-02-057-20W5/00,1931.18,2029.66,1931.18,2029.66,COLORADO GRP
100150205720W500,100/15-02-057-20W5/00,2029.66,2048.74,2029.66,2048.74,BADHEART FM
100150205720W500,100/15-02-057-20W5/00,2048.74,2105.91,2048.74,2105.91,MUSKIKI FM
100150205720W500,100/15-02-057-20W5/00,2105.91,2124.92,2105.91,2124.92,CARDIUM FM
100150205720W500,100/15-02-057-20W5/00,2124.92,2164.44,2124.92,2164.44,CARDIUM SD
100150205720W500,100/15-02-057-20W5/00,2164.44,2288.52,2164.44,2288.52,BLACKSTONE FM
100150205720W500,100/15-02-057-20W5/00,2288.52,2422.72,2288.52,2422.72,SECOND WHITE SPECKS
100150205720W500,100/15-02-057-20W5/00,2422.72,2494.21,2422.72,2494.21,DUNVEGAN FM
100150205720W500,100/15-02-057-20W5/00,2494.21,2532.8,2494.21,2532.8,BASE FISH SCALES MARKER
100150205720W500,100/15-02-057-20W5/00,2532.8,2552.42,2532.8,2552.42,VIKING SANDSTONE
100150205720W500,100/15-02-057-20W5/00,2552.42,2557.99,2552.42,2557.99,JOLI FOU FM
100150205720W500,100/15-02-057-20W5/00,2557.99,2775.6,2557.99,2775.6,UPPER MANNVILLE FM
100150205720W500,100/15-02-057-20W5/00,2775.6,2795.51,2775.6,2795.51,BLUESKY FM
100150205720W500,100/15-02-057-20W5/00,2795.51,2856.62,2795.51,2856.62,GETHING FM
100150205720W500,100/15-02-057-20W5/00,2856.62,2862.74,2856.62,2862.74,CADOMIN FM
100150205720W500,100/15-02-057-20W5/00,2862.74,2885.15,2862.74,2885.15,FERNIE GRP
100150205720W500,100/15-02-057-20W5/00,2885.15,2890.68,2885.15,2890.68,ROCK CREEK MBR
100150205720W500,100/15-02-057-20W5/00,2890.68,2907.3,2890.68,2907.3,POKER CHIP SH
100150205720W500,100/15-02-057-20W5/00,2907.3,2953.97,2907.3,2953.97,NORDEGG MBR
100150205720W500,100/15-02-057-20W5/00,2953.97,1000000,2953.97,1000000,TRIASSIC SYSTEM
100150205720W502,100/15-02-057-20W5/02,1452.1,1818.21,1452.1,1818.21,BELLY RIVER GRP
100150205720W502,100/15-02-057-20W5/02,1818.21,1931.18,1818.21,1931.18,LEA PARK FM
100150205720W502,100/15-02-057-20W5/02,1931.18,2029.66,1931.18,2029.66,COLORADO GRP
100150205720W502,100/15-02-057-20W5/02,2029.66,2048.74,2029.66,2048.74,BADHEART FM
100150205720W502,100/15-02-057-20W5/02,2048.74,2105.91,2048.74,2105.91,MUSKIKI FM
100150205720W502,100/15-02-057-20W5/02,2105.91,2124.92,2105.91,2124.92,CARDIUM FM
100150205720W502,100/15-02-057-20W5/02,2124.92,2164.44,2124.92,2164.44,CARDIUM SD
100150205720W502,100/15-02-057-20W5/02,2164.44,2288.52,2164.44,2288.52,BLACKSTONE FM
100150205720W502,100/15-02-057-20W5/02,2288.52,2422.72,2288.52,2422.72,SECOND WHITE SPECKS
100150205720W502,100/15-02-057-20W5/02,2422.72,2494.21,2422.72,2494.21,DUNVEGAN FM
100150205720W502,100/15-02-057-20W5/02,2494.21,2532.8,2494.21,2532.8,BASE FISH SCALES MARKER
100150205720W502,100/15-02-057-20W5/02,2532.8,2552.42,2532.8,2552.42,VIKING SANDSTONE
100150205720W502,100/15-02-057-20W5/02,2552.42,2557.99,2552.42,2557.99,JOLI FOU FM
100150205720W502,100/15-02-057-20W5/02,2557.99,2775.6,2557.99,2775.6,UPPER MANNVILLE FM
100150205720W502,100/15-02-057-20W5/02,2775.6,2795.51,2775.6,2795.51,BLUESKY FM
100150205720W502,100/15-02-057-20W5/02,2795.51,2856.62,2795.51,2856.62,GETHING FM
100150205720W502,100/15-02-057-20W5/02,2856.62,2862.74,2856.62,2862.74,CADOMIN FM
100150205720W502,100/15-02-057-20W5/02,2862.74,2885.15,2862.74,2885.15,FERNIE GRP
100150205720W502,100/15-02-057-20W5/02,2885.15,2890.68,2885.15,2890.68,ROCK CREEK MBR
100150205720W502,100/15-02-057-20W5/02,2890.68,2907.3,2890.68,2907.3,POKER CHIP SH
100150205720W502,100/15-02-057-20W5/02,2907.3,2953.97,2907.3,2953.97,NORDEGG MBR
100150205720W502,100/15-02-057-20W5/02,2953.97,1000000,2953.97,1000000,TRIASSIC SYSTEM
100150205720W503,100/15-02-057-20W5/03,1452.1,1818.21,1452.1,1818.21,BELLY RIVER GRP
100150205720W503,100/15-02-057-20W5/03,1818.21,1931.18,1818.21,1931.18,LEA PARK FM
100150205720W503,100/15-02-057-20W5/03,1931.18,2029.66,1931.18,2029.66,COLORADO GRP
100150205720W503,100/15-02-057-20W5/03,2029.66,2048.74,2029.66,2048.74,BADHEART FM
100150205720W503,100/15-02-057-20W5/03,2048.74,2105.91,2048.74,2105.91,MUSKIKI FM
100150205720W503,100/15-02-057-20W5/03,2105.91,2124.92,2105.91,2124.92,CARDIUM FM
100150205720W503,100/15-02-057-20W5/03,2124.92,2164.44,2124.92,2164.44,CARDIUM SD
100150205720W503,100/15-02-057-20W5/03,2164.44,2288.52,2164.44,2288.52,BLACKSTONE FM
100150205720W503,100/15-02-057-20W5/03,2288.52,2422.72,2288.52,2422.72,SECOND WHITE SPECKS
100150205720W503,100/15-02-057-20W5/03,2422.72,2494.21,2422.72,2494.21,DUNVEGAN FM
100150205720W503,100/15-02-057-20W5/03,2494.21,2532.8,2494.21,2532.8,BASE FISH SCALES MARKER
100150205720W503,100/15-02-057-20W5/03,2532.8,2552.42,2532.8,2552.42,VIKING SANDSTONE
100150205720W503,100/15-02-057-20W5/03,2552.42,2557.99,2552.42,2557.99,JOLI FOU FM
100150205720W503,100/15-02-057-20W5/03,2557.99,2775.6,2557.99,2775.6,UPPER MANNVILLE FM
100150205720W503,100/15-02-057-20W5/03,2775.6,2795.51,2775.6,2795.51,BLUESKY FM
100150205720W503,100/15-02-057-20W5/03,2795.51,2856.62,2795.51,2856.62,GETHING FM
100150205720W503,100/15-02-057-20W5/03,2856.62,2862.74,2856.62,2862.74,CADOMIN FM
100150205720W503,100/15-02-057-20W5/03,2862.74,2885.15,2862.74,2885.15,FERNIE GRP
100150205720W503,100/15-02-057-20W5/03,2885.15,2890.68,2885.15,2890.68,ROCK CREEK MBR
100150205720W503,100/15-02-057-20W5/03,2890.68,2907.3,2890.68,2907.3,POKER CHIP SH
100150205720W503,100/15-02-057-20W5/03,2907.3,2953.97,2907.3,2953.97,NORDEGG MBR
100150205720W503,100/15-02-057-20W5/03,2953.97,1000000,2953.97,1000000,TRIASSIC SYSTEM
100150205720W504,100/15-02-057-20W5/04,1452.1,1818.21,1452.1,1818.21,BELLY RIVER GRP
100150205720W504,100/15-02-057-20W5/04,1818.21,1931.18,1818.21,1931.18,LEA PARK FM
100150205720W504,100/15-02-057-20W5/04,1931.18,2029.66,1931.18,2029.66,COLORADO GRP
100150205720W504,100/15-02-057-20W5/04,2029.66,2048.74,2029.66,2048.74,BADHEART FM
100150205720W504,100/15-02-057-20W5/04,2048.74,2105.91,2048.74,2105.91,MUSKIKI FM
100150205720W504,100/15-02-057-20W5/04,2105.91,2124.92,2105.91,2124.92,CARDIUM FM
100150205720W504,100/15-02-057-20W5/04,2124.92,2164.44,2124.92,2164.44,CARDIUM SD
100150205720W504,100/15-02-057-20W5/04,2164.44,2288.52,2164.44,2288.52,BLACKSTONE FM
100150205720W504,100/15-02-057-20W5/04,2288.52,2422.72,2288.52,2422.72,SECOND WHITE SPECKS
100150205720W504,100/15-02-057-20W5/04,2422.72,2494.21,2422.72,2494.21,DUNVEGAN FM
100150205720W504,100/15-02-057-20W5/04,2494.21,2532.8,2494.21,2532.8,BASE FISH SCALES MARKER
100150205720W504,100/15-02-057-20W5/04,2532.8,2552.42,2532.8,2552.42,VIKING SANDSTONE
100150205720W504,100/15-02-057-20W5/04,2552.42,2557.99,2552.42,2557.99,JOLI FOU FM
100150205720W504,100/15-02-057-20W5/04,2557.99,2775.6,2557.99,2775.6,UPPER MANNVILLE FM
100150205720W504,100/15-02-057-20W5/04,2775.6,2795.51,2775.6,2795.51,BLUESKY FM
100150205720W504,100/15-02-057-20W5/04,2795.51,2856.62,2795.51,2856.62,GETHING FM
100150205720W504,100/15-02-057-20W5/04,2856.62,2862.74,2856.62,2862.74,CADOMIN FM
100150205720W504,100/15-02-057-20W5/04,2862.74,2885.15,2862.74,2885.15,FERNIE GRP
100150205720W504,100/15-02-057-20W5/04,2885.15,2890.68,2885.15,2890.68,ROCK CREEK MBR
100150205720W504,100/15-02-057-20W5/04,2890.68,2907.3,2890.68,2907.3,POKER CHIP SH
100150205720W504,100/15-02-057-20W5/04,2907.3,2953.97,2907.3,2953.97,NORDEGG MBR
100150205720W504,100/15-02-057-20W5/04,2953.97,1000000,2953.97,1000000,TRIASSIC SYSTEM
100150305619W500,100/15-03-056-19W5/00,1656,1775,1656,1775,LEA PARK FM
100150305619W500,100/15-03-056-19W5/00,1775,1880,1775,1880,COLORADO GRP
100150305619W500,100/15-03-056-19W5/00,1880,1975,1880,1975,BADHEART FM
100150305619W500,100/15-03-056-19W5/00,1975,2020,1975,2020,CARDIUM SD
100150305619W500,100/15-03-056-19W5/00,2020,2130,2020,2130,KASKAPAU FM
100150305619W500,100/15-03-056-19W5/00,2130,2250,2130,2250,SECOND WHITE SPECKS
100150305619W500,100/15-03-056-19W5/00,2250,2331,2250,2331,DUNVEGAN FM
100150305619W500,100/15-03-056-19W5/00,2331,2370,2331,2370,BASE FISH SCALES MARKER
100150305619W500,100/15-03-056-19W5/00,2370,2390,2370,2390,VIKING SANDSTONE
100150305619W500,100/15-03-056-19W5/00,2390,2397,2390,2397,JOLI FOU FM
100150305619W500,100/15-03-056-19W5/00,2397,2600,2397,2600,MANNVILLE GRP
100150305619W500,100/15-03-056-19W5/00,2600,2614,2600,2614,BLUESKY FM
100150305619W500,100/15-03-056-19W5/00,2614,2675.5,2614,2675.5,GETHING FM
100150305619W500,100/15-03-056-19W5/00,2675.5,1000000,2675.5,1000000,FERNIE GRP
100150905618W500,100/15-09-056-18W5/00,403.19,707.43,403.19,707.43,EDMONTON GRP
100150905618W500,100/15-09-056-18W5/00,707.43,1296.38,707.43,1296.38,KNEEHILLS TUFF MEMBER
100150905618W500,100/15-09-056-18W5/00,1296.38,1579.94,1296.38,1579.94,BELLY RIVER GRP
100150905618W500,100/15-09-056-18W5/00,1579.94,1595.14,1579.94,1595.14,BASAL BELLY RIVER SD
100150905618W500,100/15-09-056-18W5/00,1595.14,1631.12,1595.14,1631.12,LEA PARK FM
100150905618W500,100/15-09-056-18W5/00,1631.12,1726.47,1631.12,1726.47,WAPIABI FM
100150905618W500,100/15-09-056-18W5/00,1726.47,1819.49,1726.47,1819.49,COLORADO GRP
100150905618W500,100/15-09-056-18W5/00,1819.49,1891.93,1819.49,1891.93,BADHEART FM
100150905618W500,100/15-09-056-18W5/00,1891.93,1911.73,1891.93,1911.73,CARDIUM FM
100150905618W500,100/15-09-056-18W5/00,1911.73,2031.29,1911.73,2031.29,CARDIUM SD
100150905618W500,100/15-09-056-18W5/00,2031.29,2252.62,2031.29,2252.62,SECOND WHITE SPECKS
100150905618W500,100/15-09-056-18W5/00,2252.62,2289.86,2252.62,2289.86,BASE FISH SCALES MARKER
100150905618W500,100/15-09-056-18W5/00,2289.86,2309.22,2289.86,2309.22,VIKING SANDSTONE
100150905618W500,100/15-09-056-18W5/00,2309.22,2313.58,2309.22,2313.58,JOLI FOU FM
100150905618W500,100/15-09-056-18W5/00,2313.58,2520.46,2313.58,2520.46,MANNVILLE GRP
100150905618W500,100/15-09-056-18W5/00,2520.46,2531.3,2520.46,2531.3,BLUESKY FM
100150905618W500,100/15-09-056-18W5/00,2531.3,2589.5,2531.3,2589.5,GETHING FM
100150905618W500,100/15-09-056-18W5/00,2589.5,1000000,2589.5,1000000,FERNIE GRP
100150905618W502,100/15-09-056-18W5/02,403.19,707.43,403.19,707.43,EDMONTON GRP
100150905618W502,100/15-09-056-18W5/02,707.43,1296.38,707.43,1296.38,KNEEHILLS TUFF MEMBER
100150905618W502,100/15-09-056-18W5/02,1296.38,1579.94,1296.38,1579.94,BELLY RIVER GRP
100150905618W502,100/15-09-056-18W5/02,1579.94,1595.14,1579.94,1595.14,BASAL BELLY RIVER SD
100150905618W502,100/15-09-056-18W5/02,1595.14,1631.12,1595.14,1631.12,LEA PARK FM
100150905618W502,100/15-09-056-18W5/02,1631.12,1726.47,1631.12,1726.47,WAPIABI FM
100150905618W502,100/15-09-056-18W5/02,1726.47,1819.49,1726.47,1819.49,COLORADO GRP
100150905618W502,100/15-09-056-18W5/02,1819.49,1891.93,1819.49,1891.93,BADHEART FM
100150905618W502,100/15-09-056-18W5/02,1891.93,1911.73,1891.93,1911.73,CARDIUM FM
100150905618W502,100/15-09-056-18W5/02,1911.73,2031.29,1911.73,2031.29,CARDIUM SD
100150905618W502,100/15-09-056-18W5/02,2031.29,2252.62,2031.29,2252.62,SECOND WHITE SPECKS
100150905618W502,100/15-09-056-18W5/02,2252.62,2289.86,2252.62,2289.86,BASE FISH SCALES MARKER
100150905618W502,100/15-09-056-18W5/02,2289.86,2309.22,2289.86,2309.22,VIKING SANDSTONE
100150905618W502,100/15-09-056-18W5/02,2309.22,2313.58,2309.22,2313.58,JOLI FOU FM
100150905618W502,100/15-09-056-18W5/02,2313.58,2520.46,2313.58,2520.46,MANNVILLE GRP
100150905618W502,100/15-09-056-18W5/02,2520.46,2531.3,2520.46,2531.3,BLUESKY FM
100150905618W502,100/15-09-056-18W5/02,2531.3,2589.5,2531.3,2589.5,GETHING FM
100150905618W502,100/15-09-056-18W5/02,2589.5,1000000,2589.5,1000000,FERNIE GRP
100150905618W503,100/15-09-056-18W5/03,403.19,707.43,403.19,707.43,EDMONTON GRP
100150905618W503,100/15-09-056-18W5/03,707.43,1296.38,707.43,1296.38,KNEEHILLS TUFF MEMBER
100150905618W503,100/15-09-056-18W5/03,1296.38,1579.94,1296.38,1579.94,BELLY RIVER GRP
100150905618W503,100/15-09-056-18W5/03,1579.94,1595.14,1579.94,1595.14,BASAL BELLY RIVER SD
100150905618W503,100/15-09-056-18W5/03,1595.14,1631.12,1595.14,1631.12,LEA PARK FM
100150905618W503,100/15-09-056-18W5/03,1631.12,1726.47,1631.12,1726.47,WAPIABI FM
100150905618W503,100/15-09-056-18W5/03,1726.47,1819.49,1726.47,1819.49,COLORADO GRP
100150905618W503,100/15-09-056-18W5/03,1819.49,1891.93,1819.49,1891.93,BADHEART FM
100150905618W503,100/15-09-056-18W5/03,1891.93,1911.73,1891.93,1911.73,CARDIUM FM
100150905618W503,100/15-09-056-18W5/03,1911.73,2031.29,1911.73,2031.29,CARDIUM SD
100150905618W503,100/15-09-056-18W5/03,2031.29,2252.62,2031.29,2252.62,SECOND WHITE SPECKS
100150905618W503,100/15-09-056-18W5/03,2252.62,2289.86,2252.62,2289.86,BASE FISH SCALES MARKER
100150905618W503,100/15-09-056-18W5/03,2289.86,2309.22,2289.86,2309.22,VIKING SANDSTONE
100150905618W503,100/15-09-056-18W5/03,2309.22,2313.58,2309.22,2313.58,JOLI FOU FM
100150905618W503,100/15-09-056-18W5/03,2313.58,2520.46,2313.58,2520.46,MANNVILLE GRP
100150905618W503,100/15-09-056-18W5/03,2520.46,2531.3,2520.46,2531.3,BLUESKY FM
100150905618W503,100/15-09-056-18W5/03,2531.3,2589.5,2531.3,2589.5,GETHING FM
100150905618W503,100/15-09-056-18W5/03,2589.5,1000000,2589.5,1000000,FERNIE GRP
100150905618W504,100/15-09-056-18W5/04,403.19,707.43,403.19,707.43,EDMONTON GRP
100150905618W504,100/15-09-056-18W5/04,707.43,1296.38,707.43,1296.38,KNEEHILLS TUFF MEMBER
100150905618W504,100/15-09-056-18W5/04,1296.38,1579.94,1296.38,1579.94,BELLY RIVER GRP
100150905618W504,100/15-09-056-18W5/04,1579.94,1595.14,1579.94,1595.14,BASAL BELLY RIVER SD
100150905618W504,100/15-09-056-18W5/04,1595.14,1631.12,1595.14,1631.12,LEA PARK FM
100150905618W504,100/15-09-056-18W5/04,1631.12,1726.47,1631.12,1726.47,WAPIABI FM
100150905618W504,100/15-09-056-18W5/04,1726.47,1819.49,1726.47,1819.49,COLORADO GRP
100150905618W504,100/15-09-056-18W5/04,1819.49,1891.93,1819.49,1891.93,BADHEART FM
100150905618W504,100/15-09-056-18W5/04,1891.93,1911.73,1891.93,1911.73,CARDIUM FM
100150905618W504,100/15-09-056-18W5/04,1911.73,2031.29,1911.73,2031.29,CARDIUM SD
100150905618W504,100/15-09-056-18W5/04,2031.29,2252.62,2031.29,2252.62,SECOND WHITE SPECKS
100150905618W504,100/15-09-056-18W5/04,2252.62,2289.86,2252.62,2289.86,BASE FISH SCALES MARKER
100150905618W504,100/15-09-056-18W5/04,2289.86,2309.22,2289.86,2309.22,VIKING SANDSTONE
100150905618W504,100/15-09-056-18W5/04,2309.22,2313.58,2309.22,2313.58,JOLI FOU FM
100150905618W504,100/15-09-056-18W5/04,2313.58,2520.46,2313.58,2520.46,MANNVILLE GRP
100150905618W504,100/15-09-056-18W5/04,2520.46,2531.3,2520.46,2531.3,BLUESKY FM
100150905618W504,100/15-09-056-18W5/04,2531.3,2589.5,2531.3,2589.5,GETHING FM
100150905618W504,100/15-09-056-18W5/04,2589.5,1000000,2589.5,1000000,FERNIE GRP
100151105620W500,100/15-11-056-20W5/00,1805.91,2022.15,1806.14,2022.4,LEA PARK FM
100151105620W500,100/15-11-056-20W5/00,2022.15,2043.06,2022.4,2043.31,BADHEART FM
100151105620W500,100/15-11-056-20W5/00,2043.06,2089.78,2043.31,2090.04,MUSKIKI FM
100151105620W500,100/15-11-056-20W5/00,2089.78,2119.02,2090.04,2119.29,CARDIUM FM
100151105620W500,100/15-11-056-20W5/00,2119.02,2159.74,2119.29,2160.01,CARDIUM SD
100151105620W500,100/15-11-056-20W5/00,2159.74,2281.77,2160.01,2283.06,BLACKSTONE FM
100151105620W500,100/15-11-056-20W5/00,2281.77,2406.24,2283.06,2411.27,SECOND WHITE SPECKS
100151105620W500,100/15-11-056-20W5/00,2406.24,2491.35,2411.27,2499.6,DUNVEGAN FM
100151105620W500,100/15-11-056-20W5/00,2491.35,2527.35,2499.6,2537.19,BASE FISH SCALES MARKER
100151105620W500,100/15-11-056-20W5/00,2527.35,2545.05,2537.19,2555.57,VIKING SANDSTONE
100151105620W500,100/15-11-056-20W5/00,2545.05,2551.39,2555.57,2562.16,JOLI FOU FM
100151105620W500,100/15-11-056-20W5/00,2551.39,2767.4,2562.16,2783.4,UPPER MANNVILLE FM
100151105620W500,100/15-11-056-20W5/00,2767.4,2784.19,2783.4,2800.31,BLUESKY FM
100151105620W500,100/15-11-056-20W5/00,2784.19,2843.91,2800.31,2860.65,GETHING FM
100151105620W500,100/15-11-056-20W5/00,2843.91,2854.91,2860.65,2871.98,CADOMIN FM
100151105620W500,100/15-11-056-20W5/00,2854.91,2894.5,2871.98,2911.64,FERNIE GRP
100151105620W500,100/15-11-056-20W5/00,2894.5,1000000,2911.64,1000000,NORDEGG MBR
100151105620W502,100/15-11-056-20W5/02,1805.91,2022.15,1806.14,2022.4,LEA PARK FM
